Chart Position,Song Title,Artist,Year,Length
36,Waking Up In Vegas,Katy Perry,2009,
37,Birthday Sex,Jeremih,2009,
38,Sober,Pink,2009,
39,Womanizer,Britney Spears,2009,
40,Whatever You Like,T.I.,2009,
41,Obsessed,Mariah Carey,2009,
42,Mad,Neyo,2009,
43,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,2009,
44,Love Lockdown,Kanye West,2009,
45,So What,Pink,2009,
46,Hotel Room Service,Pitbull,2009,
47,Crack A Bottle,"Eminem, Dr. Dre and 50 Cent",2009,
48,If I Were A Boy,Beyonc ,2009,
49,Turnin Me On,Keri Hilson Featuring Lil Wayne,2009,
50,I Hate This Part,The Pussycat Dolls,2009,
51,Gotta Be Somebody,Nickelback,2009,
52,Please Don't Leave Me,Pink,2009,
53,Paparazzi,Lady Gaga,2009,
54,Beautiful,Akon Featuring Colby O'Donis and Kardinal Offishall,2009,
55,Viva La Vida,Coldplay,2009,
56,Right Now (Na Na Na),Akon,2009,
57,Battlefield,Jordin Sparks,2009,
58,Sugar,Flo Rida Featuring Wynter,2009,
59,Miss Independent,Neyo,2009,
60,Fireflies,Owl City,2009,
61,New Divide,Linkin Park,2009,
62,Empire State Of Mind,Jay Z + Alicia Keys,2009,
63,No Surprise,Daughtry,2009,
64,She Wolf,Shakira,2009,
65,Break Up,Mario Featuring Gucci Mane and Sean Garrett,2009,
66,Sweet Dreams,Beyonce,2009,
67,Every Girl,Young Money,2009,
68,Fallin' For You,Colbie Caillat,2009,
69,Untouched,The Veronicas,2009,
70,If Today Was Your Last Day,Nickelback,2009,
71,Throw It In The Bag,Fabolous Featuring The Dream,2009,
72,Love Drunk,Boys Like Girls,2009,
73,I Love College,Asher Roth,2009,
74,If U Seek Amy,Britney Spears,2009,
75,Big Green Tractor,Jason Aldean,2009,
76,White Horse,Taylor Swift,2009,
77,Disturbia,Rihanna,2009,
78,21 Guns,Green Day,2009,
79,Turn My Swag On,Soulja Boy Tell'em,2009,
80,Rockin' That Thang,The Dream,2009,
81,Chicken Fried,Zac Brown Band,2009,
82,Diva,Beyonce,2009,
83,Replay,Iyaz,2009,
84,Then,Brad Paisley,2009,
85,Her Diamonds,Rob Thomas,2009,
86,How Do You Sleep,Jesse McCartney Featuring Ludacris,2009,
87,Forever,"Drake Featuring Kanye West, Lil Wayne and Eminem",2009,
88,Three (3),Britney Spears,2009,
89,One Time,Justin Bieber,2009,
90,I Run To You,Lady Antebellum,2009,
91,I Do Not Hook Up,Kelly Clarkson,2009,
92,Green Light,John Legend Featuring Andre 3000,2009,
93,People Are Crazy,Billy Currington,2009,
94,Whatever It Is,Zac Brown Band,2009,
95,Already Gone,Kelly Clarkson,2009,
96,Goodbye,Kristinia DeBarge,2009,
97,Say Hey (I Love You),Michael Franti and Spearhead ,2009,
98,Pop Champagne,Jim Jones and Ron Browz Featuring Juelz Santana,2009,
99,Pretty Wings,Maxwell,2009,
100,Never Say Never,The Fray,2009,
1,Telephone,Lady Gaga ,2010,
2,Airplanes ,B.o.B. (feat. Hayley Williams),2010,
3,Firework,Katy Perry ,2010,
4,Rude Boy,Rihanna ,2010,
5,Break Your Heart,Taio Cruz (feat. Ludacris),2010,
6,Need You Now,Lady Antebellum ,2010,
7,What's My Name? ,Rihanna (feat. Drake) ,2010,
8,Love the Way You Lie ,Eminem (feat. Rihanna),2010,
9,Right Thru Me,Nicki Minaj ,2010,
10,Tik Tok,Ke$ha ,2010,
11,Back to December,Taylor Swift ,2010,
12,Omg ,Usher (feat. will.i.am),2010,
13,Runaway,Kanye West,2010,
14,Teenage Dream,Katy Perry ,2010,
15,F**k You,Cee Lo Green ,2010,
16,Not Afraid,Eminem ,2010,
17,Go Do,Jonsi,2010,
18,Alejandro,Lady Gaga ,2010,
19,Little Lion Man,Mumford & Sons ,2010,
20,Right Above It ,Lil Wayne (feat. Drake),2010,
21,We R Who We R,Ke$ha ,2010,
22,O.N.E.,Yeasayer,2010,
23,Good for Great,Matt & Kim ,2010,
24,Crown On the Ground,Sleigh Bells ,2010,
25,Empire State of Mind ,Jay-Z (feat. Alicia Keys),2010,
26,Just a Dream,Nelly ,2010,
27,Deuces ,Chris Brown (feat. Tyga & Kevin McCall),2010,
28,Radioactive,Kings Of Leon ,2010,
29,Eenie Meenie,Justin Bieber (feat. Sean Kingston),2010,
30,Ready to Start,Arcade Fire ,2010,
31,Odessa,Caribou ,2010,
32,Born Free,M.I.A. ,2010,
33,Play,Rascal Flatts ,2010,
34,Baptism,Crystal Castles ,2010,
35,Erase Me ,Kid Cudi (feat. Kanye West) ,2010,
36,Put You In a Song,Keith Urban ,2010,
37,Blah Blah Blah ,Ke$ha (feat. 3OH!3),2010,
38,Young Forever (feat. Mr. Hudson),Jay-Z (feat. Mr. Hudson),2010,
39,Real Love,Delorean ,2010,
40,Like A G6,Far East Movement (feat. Cataracs & Dev),2010,
41,Nothin' On You ,B.o.B. (feat. Bruno Mars) - Single,2010,
42,"Hey, Soul Sister",Train ,2010,
43,Baby,Justin Bieber (feat. Ludacris) ,2010,
44,How I Got Over,The Roots ,2010,
45,My First Kiss ,3OH!3 (feat. Ke$ha) ,2010,
46,Whataya Want from Me,Adam Lambert ,2010,
47,Tighten Up,The Black Keys ,2010,
48,Over,Drake ,2010,
49,Can't Be Tamed,Miley Cyrus ,2010,
50,"I Made It ""Cash Money Heroes"" ","Kevin Rudolf (feat. Birdman, Jay Sean & Lil Wayne)",2010,
51,"Beamer, Benz, or Bentley ",Lloyd Banks (feat. Juelz Santana) ,2010,
52,Shutterbugg,Big Boi (feat. Cutty) ,2010,
53,Whatcha Say,Jason DeRulo ,2010,
54,Bottoms Up ,Trey Songz (feat. Nicki Minaj) ,2010,
55,Halo,BeyoncÌ© ,2010,
56,Lil Freak ,Usher (feat. Nicki Minaj) ,2010,
57,Impossible,Shontelle ,2010,
58,"Hey Daddy ""Daddy's Home""",Usher (feat. Plies),2010,
59,Billionaire ,Travie McCoy (feat. Bruno Mars) ,2010,
60,Ridin' Solo,Jason Derulo,2010,
61,Winner ,Jamie Foxx (feat. Justin Timberlake & T.I.),2010,
62,Drop the World ,Lil Wayne (feat. Eminem) ,2010,
63,All of the Lights,Kanye West ,2010,
64,Lose My Mind ,Young Jeezy (feat. Plies) ,2010,
65,If We Ever Meet Again ,Timbaland (feat. Katy Perry) ,2010,
66,Naturally,Selena Gomez & The Scene,2010,
67,All I Do Is Win ,DJ Khaled (feat. T-Pain-Ludacris-Snoop Dogg),2010,
68,My Chick Bad ,Ludacris (feat. Nicki Minaj),2010,
69,I'm Back,T.I. ,2010,
70,Drunk Girls,LCD Soundsystem ,2010,
71,Breakeven,The Script ,2010,
72,She Wolf,Shakira ,2010,
73,Sexy Bitch ,David Guetta (feat. Akon),2010,
74,Hello Good Morning ,Dirty Money (feat. T.I.) ,2010,
75,Say Aah ,Trey Songz (feat. Fabolous),2010,
76,Bulletproof,La Roux ,2010,
77,Rock That Body,Black Eyed Peas ,2010,
78,Replay,Iyaz ,2010,
79,Vanilla Twilight,Owl City ,2010,
80,Stylo (feat. Mos Def & Bobby Wo...,Gorillaz (feat. Mos Def & Bobby Womack),2010,
81,Uprising,Muse ,2010,
82,I Gotta Feeling,Black Eyed Peas ,2010,
83,Bad Romance,Lady Gaga ,2010,
84,Life After You,Daughtry ,2010,
85,Shots,LMFAO & Lil Jon ,2010,
86,Heartbreak Warfare,John Mayer ,2010,
87,Imma Be,Black Eyed Peas ,2010,
88,One Time,Justin Bieber,2010,
89,Tightrope ,Janelle Monae (feat. Big Boi) ,2010,
90,This Too Shall Pass,OK Go,2010,
91,BedRock (feat. Lloyd),Young Money (feat. Lloyd),2010,
92,Norway,Beach House,2010,
93,Animal,Neon Trees ,2010,
94,Haven't Met You Yet,Michael BublÌ© ,2010,
95,Undo It,Carrie Underwood,2010,
96,Water,Brad Paisley ,2010,
97,Pursuit of Happiness ,Kid Cudi,2010,
98,The House That Built Me,Miranda Lambert,2010,
99,How Low,Ludacris ,2010,
100,Rain Is a Good Thing,Luke Bryan ,2010,
